"Country","Factory_Name","Address","City","Code","Province","Factory_Number","Product_Type","Total_Workers","Female_Workers","Male_Workers","Migrant_Workers","Parent_Organization_Name","Line_Workers","Factory_Type","Supplier_Group","Corporation_Brand","Region"
"South Korea","DUCKSAN CO LTD (KOREA)","76 Opoanro","Gyeonggi Do","12774","Gyeonggido","","Footwear","11","1","10","2","","10","MATERIALS","DUCKSAN","Nike","N ASIA"
"Vietnam","DUCKSAN CO LTD (Vietnam)","Lot A4 Dat Cuoc Industrial Dat Cuoc ward","Bac Tan Uyen","590000","Bình Duong","","Footwear","192","75","117","13","","137","MATERIALS","DUCKSAN","Nike","SE ASIA"
"Vietnam","E-Top (Vietnam) Co.,Ltd","Lot IX1  IX2  IX3  IX4","Ba Ria-Vung Tau","790000","Bà Ra - Vung Tàu","","Apparel","2742","2660","82","0","","2563","FINISHED GOODS","ECLAT","Nike","SE ASIA"
"China","Eagle Nice (Yifeng) Garments Co., Ltd","No 76 Gong Zhang Road","Yifeng","336300","Jiangxi","","Apparel","1963","1924","39","0","","1570","FINISHED GOODS","EAGLE NICE","Nike","N ASIA"
"China","EAGLE NICE JINGMEN GARMENTS CO LTD","N0 3 of Fenghuang Road","Jingmen","43100","Hubei","","Apparel","792","673","119","0","","631","FINISHED GOODS","EAGLE NICE","Nike","N ASIA"
"India","East Wind Footwear Company Limited (India Branch) - Unit I","Plot No 3D Unit I SIPCOT Industrial Park","Tamil Nadu","631701","Tamil Nadu","","Footwear","5070","3498","1572","0","","4877","FINISHED GOODS","FENG TAY","Nike","S ASIA"
"Taiwan","ECI ELASTIC CO LTD","No 13 15 Shin Yeh Rd","Changhua","506","Changhua","","Apparel","330","198","132","79","","250","MATERIALS","ECI","Nike","N ASIA"
"Vietnam","ECLAT FABRIC CO., LTD.","My Xuan A2 Industrial Zone","Ba Ria-Vung Tau","79000","Bà Ra - Vung Tàu","","Apparel","868","417","451","61","","565","MATERIALS","ECLAT","Nike","SE ASIA"
"Vietnam","ECLAT TEXTILE CO., LTD. (VIETNAM)","5A ROAD NHON TRACH 2 INDUSTRIAL ZONE NHON TRACH DIST","Nhon Trach","810000","Ðng Nai","","Apparel","4879","4391","488","0","","4181","FINISHED GOODS","ECLAT","Nike","SE ASIA"
"Taiwan","ECLAT TEXTILE CO., LTD.","Number738 ZhonYang Road Shinjuang District","New Taipei City","242030","New Taipei","","Apparel","970","834","136","388","","168","MATERIALS","ECLAT","Nike","N ASIA"
"Egypt","Eko Egypt International","2nd Industrial Zone at City 6th October","Cairo","12511","AI Jizah","","Apparel","479","326","153","0","","234","FINISHED GOODS","MILTEKS","Nike","EMEA"
"Vietnam","ELITE INVESTMENT WORLDWIDE CO., LTD","1657 3E NATIONAL ROAD","HO CHI MINH","700000","Ho Chi Minh","","Apparel","1411","931","480","0","","1289","FINISHED GOODS","TUNG MUNG","Nike","SE ASIA"
"China","Enping Kam Hing Textile And Dyeing Co., Ltd.","No 68 Industrial North Road","Enping City","529400","Guangdong","","Apparel","1800","594","1206","0","","1500","MATERIALS","KAM HING","Converse","N ASIA"
"Egypt","ENVA TEXTILE GROUP FOR SOCKS PRODUCTION SE","ISMAILIA PUBLIC FREE ZONE","ISMAILIA","41639","AI Isma iliyah","","Apparel","169","100","69","0","","138","FINISHED GOODS","ENVA TEXTILE GROUP","Nike","EMEA"
"South Korea","EUN SUNG GLOBAL CO LTD (KOREA)","39 DONGBUK RO 473 BEON GIL","Gimhae, Gyeongnam","621 010","Gyeongsangnamdo","","Footwear","31","12","19","0","","13","MATERIALS","EUN SUNG GLOBAL","Nike","N ASIA"
"Vietnam","EverTech Plastic Vietnam Company LTD Branch","Phuoc Hai Quarter Thai Hoa Town","Tan Uyen City","75416","Bình Duong","","Footwear","650","280","370","0","","591","FINISHED GOODS - COMPONENTS","EVER TECH","Nike","SE ASIA"
"Taiwan","EVEREST TEXTILE CO LTD","No 256 Minghe Village","Tainan City","743002","Tainan","","Apparel","1439","734","705","820","","811","MATERIALS","EVEREST TEXTILE","Nike","N ASIA"
"China","EVEREST TEXTILES CHINA","197 Baisha Road Xinghuo Development Zone","Shanghai","200000","Shanghai","","Apparel","533","251","282","0","","358","MATERIALS","EVEREST TEXTILE","Nike","N ASIA"
"Thailand","EVEREST TEXTILES THAILAND-V","49 Moo 1 Taladnadwatsoifa Road","Banpong","70110","Ratchaburi","","Apparel","419","151","268","46","","335","MATERIALS","EVEREST TEXTILE","Nike","SE ASIA"
"USA","Evergreen Apparel Mfg.","845 NE Century Blvd","Hillsboro","97124","Oregon","","Apparel","21","16","5","0","","16","FINISHED GOODS","YY & ASSOCIATES","Nike","AMERICAS"
"Cambodia","Evermax Garment Accessories (Cambodia)Co., LTD","Phum Trapeang Thnong","Khan Por Sen Chey","120901","Phnom Penh","","Apparel","67","29","38","3","","50","MATERIALS","MAXIM","Nike","SE ASIA"
"Croatia","FA.IS.A. d.o.o.","Sveti Vidal 32 B","Novigrad","52466","Istarska županija","","Equipment","51","46","5","0","","46","FINISHED GOODS","GATTO","Nike","EMEA"
"India","Fairway Enterprises Company Limited (India Branch)","Ms  Fairway Enterprises Company Limited  Unit I","Krishnagiri","635304","Tamil Nadu","","Footwear","6900","5520","1380","0","","6500","FINISHED GOODS","FENG TAY","Nike","S ASIA"
"India","Lotus Footwear Enterprises Ltd. (India Branch) - Unit 1","Plot No 3B SIPCOT Industrial Park","Thiruvannamalai","631701","Tamil Nadu","","Footwear","6548","3405","3143","0","","6110","FINISHED GOODS","FENG TAY","Nike","S ASIA"
"Taiwan","FAR EASTERN","No  1 Guojian 2nd Road","Taoyuan","328","Taoyuan","","Apparel","271","103","168","182","","175","MATERIALS","FAR EASTERN","Nike","N ASIA"
"China","Far Eastern Apparal Suzhou Ltd. Co","88 Tianling RD","Suzhou","215128","Jiangsu","","Apparel","785","714","71","0","","514","FINISHED GOODS","FAR EASTERN","Nike","N ASIA"
"Vietnam","Far Eastern Apparel (Vietnam) Limited","No 46 Dai Lo Tu Do Vietnam Singapore Industrial Park","Thuan An","75000","Bình Duong","","Apparel","3032","1971","1061","0","","2211","FINISHED GOODS","FAR EASTERN","Nike","SE ASIA"
"Vietnam","Far Eastern Apparel Limited Vietnam","St 32 12A VSIP II A","Binh Duong","750000","Bình Duong","","Apparel","1371","1001","370","0","","1166","FINISHED GOODS","FAR EASTERN","Nike","SE ASIA"
"China","Far Eastern Dyeing & Finishing (SuZhou) LTD","No 1588 Yinzhong S Road Hedong Industry Park","Suzhou","215128","Jiangsu","","Apparel","647","265","382","0","","232","MATERIALS","FAR EASTERN","Nike","N ASIA"
"Vietnam","Far Eastern New Apparel (Vietnam) Ltd (MDC)","D1 Street Bac Dong Phu Industrial Park","Binh Phuoc","830000","Bình Phuc","","Apparel","3046","2376","670","0","","2136","FINISHED GOODS","FAR EASTERN","Nike","SE ASIA"
"Vietnam","FAR EASTERN POLYTEX (VIETNAM) LTD","Land Lot B 5B CN Road DC Bau Bang Lai Uyen town","Bau Bang District","75000","Bình Duong","","Apparel","1101","341","760","0","","476","MATERIALS","FAR EASTERN","Nike","SE ASIA"
"Vietnam","FASHION GARMENTS 2 CO., LTD","Lot 4, Road 13A, Bien Hoa Industrial Zone 2, Long Binh Ward","Bien Hoa","810000","Ðng Nai","","Apparel","1832","1557","275","0","","1676","FINISHED GOODS","HIRDARAMANI","Nike","SE ASIA"
"Vietnam","Fashion Garments 2 Co., Ltd - Xuan Tay","Hamlet 1, Xuan Tay Commune, Cam My District, Dong Nai Pro","Cam My District","810000","Ðng Nai","","Apparel","686","611","75","0","","598","FINISHED GOODS","HIRDARAMANI","Nike","SE ASIA"
"Vietnam","FASHION GARMENTS MEKONG CO., LTD","818B Highway 30 Hamlet 3 An Hoa Commune","Tam Nong","870000","Ðng Tháp","","Apparel","1852","1222","630","0","","1702","FINISHED GOODS","FASHION GARMENTS","Nike","SE ASIA"
"Taiwan","Feng Tay Enterprises Co., Ltd","No 52 Kegong 8th Road","Douliou","640","Yunlin","","Footwear","1828","914","914","0","","282","FINISHED GOODS","FENG TAY","Nike","N ASIA"
"Turkey","FITA TEKSTIL KONF.LTD.STI","PANAYIR MAH  6 SELVILI SK","Bursa","16100","Bursa","","Apparel","420","370","50","0","","380","FINISHED GOODS","YESIM","Nike","EMEA"
"USA","Fjord, Ltd.","3099 N Pacific Highway Suite 100","Woodburn","97071","Oregon","","Apparel","106","101","5","0","","94","FINISHED GOODS","TEGRA","Nike","AMERICAS"
"Cambodia","FOOTMARK CAMBODIA CORPORATION","Sangkat Kantouk  Khan Posencey","Phnom Penh","12101","Kandaal","","Apparel","144","121","23","0","","135","FINISHED GOODS","FOOTMARK","Nike","SE ASIA"
"China","FORMOSA TAFFETA (CHANGSHU) CO., LTD","No.15 Peng-Hu RD.","Changshu","215500","Jiangsu","","Apparel","260","73","187","0","","138","MATERIALS","FORMOSA TAFFETA","Nike","N ASIA"
"Taiwan","FORMOSA TAFFETA CO., LTD.","317 Shuliou Road","Touliou","640","Yunlin","","Apparel","1868","710","1158","691","","1442","MATERIALS","FORMOSA TAFFETA","Nike","N ASIA"
"Vietnam","FORMOSA TAFFETA DONG NAI CO., LTD.","Nhon Trach 3 Ind Zone Hiep Phuoc Town","Nhon Trach District","71000","Ðng Nai","","Apparel","1116","591","525","67","","974","MATERIALS","FORMOSA TAFFETA","Nike","SE ASIA"
"Vietnam","FORMOSA TAFFETA VIETNAM CO LTD","Section 1 Nhut Chanh Com Ben Luc District","Ben Luc District","81000","Long An","","Apparel","1061","509","552","32","","920","MATERIALS","FORMOSA TAFFETA","Nike","SE ASIA"
"Taiwan","FORMOSA TING SHO ENT CO LTD (TAIWAN)","NO 37 SEC 2 ZHONGSHAN RD DACUN","Changhua","515","Changhua","","Footwear","90","59","31","39","","28","MATERIALS","FORMOSA TING SHO","Nike","N ASIA"
"South Korea","framas Korea","1426 Nakdong Street","Busan","46904","Busan Gwangyeogsi","","Footwear","45","5","40","0","","19","FINISHED GOODS - COMPONENTS","FRAMAS","Nike","N ASIA"
"Vietnam","framas Korea Vina Co., Ltd","Workshop 1 to 5 Longthanh IP Longthanh District","Dong Nai","815300","Ðng Nai","","Footwear","782","321","461","0","","479","FINISHED GOODS - COMPONENTS","FRAMAS","Nike","SE ASIA"
"Vietnam","FREETREND INDUSTRIAL (VIETNAM) CO., LTD","Saigon Linh Trung","Thu Duc","71308","Ho Chi Minh","","Footwear","13546","11514","2032","0","","12490","FINISHED GOODS","DEAN SHOES","Nike","SE ASIA"
"Vietnam","Fu-Luh Shoes Co., LTD","Tri Yen Hamlet Tan Kim Commune Can Giuoc County","Long An","82500","Long An","","Footwear","11427","8685","2742","0","","10161","FINISHED GOODS","CHING LUH","Nike","SE ASIA"
"China","Fujian Lifeng Footwear Industrial Development CO.,LTD.","Wutang Town Hanjiang District Putian City Fujian Province","Putian","351119","Fujian","","Footwear","3837","2878","959","0","","3190","FINISHED GOODS","FENG TAY","Nike","N ASIA"
"China","Fujian San Feng Footwear Co.,Ltd","No. 399, ChengMen Street, ChengMen Town, CangShan Districts","Fuzhou","350018","Fujian","","Footwear","3453","2901","552","0","","2819","FINISHED GOODS","FENG TAY","Nike","N ASIA"
"China","Fujian Xiefeng Footwear Co.,Ltd.","Xi Tian Wei Town,Licheng Distric","Putian","351131","Fujian","","Footwear","4961","3770","1191","0","","4081","FINISHED GOODS","FENG TAY","Nike","N ASIA"
"Thailand","Future Garment Co., Ltd.","211 18 26","Bangkok","10120","Bangkok","","Apparel","434","286","148","395","","358","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Vietnam","Gain Lucky (Vietnam) Limited","NO 40 6 N14 Street","Phuoc Dong Ward","80700","Tây Ninh","","Apparel","9032","4155","4877","0","","8781","MATERIALS","SHENZHOU","Nike","SE ASIA"
"South Korea","GB LIGHT CO LTD","22 Beombang 3ro 30beon gil","Gangseo Gu","46727","Busan Gwangyeogsi","","Footwear","109","0","109","0","","38","MATERIALS","GB LIGHT","Nike","N ASIA"
"Vietnam","GB LIGHT CO LTD (VIETNAM)","LOT B2 7","Thu Dau Mot","75000","Bình Duong","","Footwear","39","0","39","5","","24","MATERIALS","GB LIGHT","Nike","SE ASIA"
"Vietnam","Germton Industrial Company Ltd.","Dong Que Son IP Huong An  Que Son  Quang Nam Province","Huong An Town","560000","Qung Nam","","Apparel","2236","1990","246","0","","1852","FINISHED GOODS","GERMTON","Nike","SE ASIA"
"Italy","Gianel Shoes srl","ZONA INDUSTRIALE","CASARANO","73042","Lecce","","Footwear","157","144","13","6","","152","FINISHED GOODS","GIANEL","Nike","EMEA"
"Honduras","GILDAN ACTIVEWEAR (HONTEX RN1)","Zip San Miguel Vl Rio Nance Choloma Honduras","Choloma","00504","Cortés","","Apparel","2","0","2","2","","1","MATERIALS","GILDAN","Nike","AMERICAS"
"Honduras","GILDAN HOSIERY RIO NANCE S de R.L.","Zip San Miguel VI Rio Nance Km 15 and 5","Choloma","21112","Yoro","","Equipment","1738","365","1373","0","","1737","FINISHED GOODS","GILDAN","Nike","AMERICAS"
"USA","Global Sales and Warehousing, LLC","1500 E. Third Street","Oxnard","93030","California","","Equipment","38","13","25","0","","27","FINISHED GOODS","GLOBAL SALES WAREHOUSING","Nike","AMERICAS"
"Indonesia","GOLD LONG JOHN (INDONESIA)","Jl Raya Batujajar KM 3 5 desa giriasih","Kecamatan Batujajar","40561","Jawa Barat","","Footwear","297","30","267","9","","184","MATERIALS","GOLD LONG JOHN","Nike","S ASIA"
"China","GOLD LONG JOHN (TR1) (CHINA)","NO 95 GAO PING INDUSTRIAL ZONE SAN JIAO TOWN","Zhongshan Guangdong","528445","Guangdong","","Footwear","242","133","109","0","","137","MATERIALS","GOLD LONG JOHN","Nike","N ASIA"
"Taiwan","GOLD LONG JOHN (TR1) (TAIWAN)","NO350  Fuxing Rd  Beidou Township","Changhua","52147 / 51341","Changhua","","Footwear","580","232","348","75","","232","MATERIALS","GOLD LONG JOHN","Nike","N ASIA"
"Vietnam","Gold Long John (Vietnam 2nd location)","Road 25B Nhon Trach 2 Industrial Zone","Nhon Trach","815956","Da Nang-- thanh ph","","Footwear","580","389","191","17","","476","MATERIALS","GOLD LONG JOHN","Nike","SE ASIA"
"Vietnam","GOLD LONG JOHN (VIETNAM)","LOT NO 7 ROAD 5A NHON TRACH 2 INDUSTRIAL ZONE","Dong Nai","815956","Ðng Nai","","Footwear","443","146","297","13","","309","MATERIALS","GOLD LONG JOHN","Nike","SE ASIA"
"Vietnam","Green TG Co., Ltd","Lot AIII-11, Tan Huong Industrial Park, Tan Huong Ward","Tien Giang","82000","Tin Giang","","Apparel","691","574","117","0","","598","FINISHED GOODS","SNOGEN GREEN","Nike","SE ASIA"
"Vietnam","GREEN VINA CO., LTD.","BINH DANG QUARTER BINH HOA WARD","THUAN AN","590000","Bình Duong","","Apparel","572","463","109","0","","536","FINISHED GOODS","SNOGEN GREEN","Nike","SE ASIA"
"Vietnam","Greentech Headgear Company Limited ","D02 Street Chau Duc Industrial Zone","CHAU DUC","78000","Bà Ra - Vung Tàu","","Apparel","2050","1189","861","0","","1436","FINISHED GOODS","ASIAN SOURCING HEADWEAR","Nike","SE ASIA"
"China","Guangdong Glory textile Enterprise Co., Ltd.","Heping Xiacuo Industrial Park","Shantou","515154","Guangdong","","Footwear","204","100","104","0","","143","MATERIALS","HARVEST GLORY","Converse","N ASIA"
"China","Guangzhou Yisetong Clothing Co.Ltd","Jinshan Industrial Park 8 building 4F","Guangzhou","511400","Guangdong","","Apparel","5","0","5","0","","4","FINISHED GOODS","GUANGZHOU YISETONG","Nike","N ASIA"
"China","GUSHI BRANCH YANGZHOU BAOYI SHOES","Southeast corner intersection","Xinyang","465200","Hunan","","Footwear","236","234","2","0","","213","FINISHED GOODS","LAI YIH","Converse","N ASIA"
"Vietnam","H&L APPAREL(VIETNAM) CO.,LTD","Lot D 11 CN My Phuoc 2 IP My Phuoc Ward","Ben Cat District","590000","Bình Duong","","Apparel","850","680","170","0","","800","FINISHED GOODS","H&L","Nike","SE ASIA"
"Vietnam","Ha Noi Garment No. 40 Joint Stock Company","88 Ha Dinh Thanh Xuan Dist","Ha Noi City","800000","Ha Noi","","Apparel","302","242","60","0","","72","FINISHED GOODS","MAXPORT","Nike","SE ASIA"
"China","Haian Textile Printing & Dyeing (Fuqing) Co.,Ltd.","Jiangyin Industrial Zone","Fuqing","350313","Fujian","","Footwear","43","11","32","0","","33","MATERIALS","HAIAN","Converse","N ASIA"
"Vietnam","Haivina Hong Linh Co. Ltd","Nam Hong Industrial Zone","Ha Tinh Province","480000","Hà Tinh","","Equipment","1283","1257","26","0","","1154","FINISHED GOODS","HAIVINA HONG","Nike","SE ASIA"
"China","Haiyan Golden Gate Socks Industry Co., Ltd","No 15 Zhangqiao Village","Haiyan","314300","Zhejiang","","Equipment","65","34","31","0","","44","FINISHED GOODS","HAIYAN","Nike","N ASIA"
"Japan","HAYAFUJI","96-9, Haradaniinui-cho, Ookitayama","Kyoto-shi","603-8487","Kyoto","","Footwear","5","3","2","0","","4","FINISHED GOODS","HAYAFUJI","Nike","N ASIA"
"Sri Lanka","HAYLEYS FABRIC PLC ","Nartupana Estate","Neboda","12030","Kalutara","","Apparel","1667","200","1467","0","","1236","MATERIALS","MAS HOLDINGS","Nike","S ASIA"
"China","HESHAN TOP EAGLE GARMENT LTD.","NO 001 DISTRICT 3 OF HECHENG INDUSTRIAL PARK","Heshan","529727","Guangdong","","Apparel","684","650","34","0","","368","FINISHED GOODS","NICE APPAREL","Nike","N ASIA"
"Vietnam","HESHENG CO., LTD.","Lot G14 Que Vo Industrial Park expansion","Bac Ninh","16852","Bc Ninh","","Equipment","64","35","29","2","","59","FINISHED GOODS","HESHENG","Nike","SE ASIA"
"Cambodia","Hi-Tech Apparel Cambodia Co., Ltd.","A35 36 Poipet ONeang Special EcoZone","Poipet","010902","Banteay Mean Chey","","Apparel","3300","2244","1056","33","","2627","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Thailand","HI TECH APPAREL CO LTD, BRANCH 70","5 18 Soi suksawat","Bangkru","10130","Samut Prakan","","Apparel","1135","681","454","1101","","796","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Thailand","Hi-Tech Apparel Co. Ltd.","328 Prachauthit Rd  Thoongkru","Bangkok","10140","Bangkok","","Apparel","1264","948","316","531","","781","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Thailand","HI-TECH APPAREL CO.,LTD. (SUPANBURI BRANCH)","295 MOO 1 TAMBOL DONKAMYAN","Suphanburi","72000","Suphan Buri","","Apparel","365","281","84","47","","320","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Thailand","Hi-Tech Chaiyaphum Apparel (2020) Co.,Ltd.","9 Moo 11 Tambol Naseiw","Muang","36000","Chaiyaphum","","Apparel","842","480","362","312","","740","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Thailand","Hi-Tech Chaiyaphum Apparel (2011) Co.,Ltd.","999 Moo 3  Tumbol Ladyai   Amphur Muang","Muang","36000","Chaiyaphum","","Apparel","1052","621","431","210","","922","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Thailand","Hi-Tech Surin Apparel co., ltd. (Branch 1)","489 Moo 7","Thatoom","32120","Surin","","Apparel","696","459","237","28","","656","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Vietnam","Hi-Tech Viet Nam Apparel Co.,Ltd.","Block A3.2, Tay An Industrial Zone, Duy Trung Commune","Duy Xuyen District","560000","Qung Nam","","Apparel","1787","1501","286","0","","1771","FINISHED GOODS","HI TECH","Nike","SE ASIA"
"Japan","Higuchi Kaban Kobo ","2-4-18 Motogo","Saitama","332-0011","Saitama","","Equipment","19","10","9","2","","15","FINISHED GOODS","CROSTER","Nike","N ASIA"
"Cambodia","Hip Keung (Cambodia) Manufacturing Co., Ltd.","Preah Khe Village Kahang Commune","Phnom Penh","50802","Kampong Spueu","","Apparel","723","578","145","7","","694","FINISHED GOODS","HIP KEUNG","Nike","SE ASIA"
"China","HONG SHENG LEATHER DONGGUAN IND. CO., LTD","No25","Dong Guan","523121","Guangdong","","Equipment","1219","805","414","0","","863","FINISHED GOODS","GUANG DER","Nike","N ASIA"
"Malaysia","HONSIN APPAREL SDN. BHD.","531 BATU 2 1 2","BATU PAHAT","83000","Johor","","Apparel","957","230","727","794","","878","FINISHED GOODS","HONSIN","Nike","S ASIA"
"China","Honways Apparel Shuyang Limited","No 6 Jiaxing Road East Shuyang Economic Dev Zone","Jiangsu Province","223600","Jiangsu","","Apparel","479","426","53","0","","342","FINISHED GOODS","HONSIN","Nike","N ASIA"
"Guatemala","Hoosier Manufacturing, Compania Limitada","18 Avenida 37-39 Zona 12","Guatemala","01000","Guatemala","","Apparel","424","242","182","0","","401","FINISHED GOODS","INDIANA KNITWEAR","Nike","AMERICAS"
"China","HUA FENG (CHINA)","West side","Putian","351146","Fujian","","Footwear","285","97","188","0","","235","MATERIALS","HUA FENG TEXTILE","Nike","N ASIA"
"Vietnam","Hua Feng Haptic Vietnam","Textile Workshop 4th floor","Nhon Trach","76266","Ðng Nai","","Footwear","93","47","46","6","","86","MATERIALS","HUA FENG TEXTILE","Nike","SE ASIA"
"China","HUAFENG HAPTIC","GF Building D10, Hua Feng Sporting Goods Industrial Park","Putian","351144","Fujian","","Footwear","92","59","33","0","","75","FINISHED GOODS - COMPONENTS","HUA FENG TEXTILE","Nike","N ASIA"
"China","Huaian Yuangtong Headwear Mfg Co Ltd","NO 30 YAN HUANG AVENUE","HUAI AN","223400","Jiangsu","","Apparel","702","576","126","0","","567","FINISHED GOODS","ASIAN SOURCING HEADWEAR","Nike","N ASIA"
"China","Huajin Textile Printing &Dyeing Co.,LTD","No 1688 Huajin Street","Linyi County","044100","Shanxi","","Footwear","878","483","395","123","","689","MATERIALS","HUAJIN","Converse","N ASIA"
"China","Hubei Sunsmile Footwear Co., Ltd.","NO 6 SHEN ZHEN INDUSTRIAL ZONE XIANG YANG CITY HUBEI CHINA","Xiang Yang","441000","Hubei","","Footwear","964","839","125","0","","843","FINISHED GOODS","FJ GROUP","Converse","N ASIA"
"China","HUBEI TOP EAGLE GARMENT LTD.","EAST INDUSTRIAL PARK ECONOMIC DVELOPMENT ZONE","Songzi Hubei","434200","Hubei","","Apparel","324","301","23","0","","266","FINISHED GOODS","NICE APPAREL","Nike","N ASIA"
